Date,lifetime_likes,lifetime_likes_f13-17,lifetime_likes_f18-24,lifetime_likes_f25-34,lifetime_likes_f35-44,lifetime_likes_f45-54,lifetime_likes_f55-64,lifetime_likes_f65plus,lifetime_likes_m13-17,lifetime_likes_m18-24,lifetime_likes_m25-34,lifetime_likes_m35-44,lifetime_likes_m45-54,lifetime_likes_m55-64,lifetime_likes_m65plus,lifetime_likes_u18-24,lifetime_likes_u25-34,lifetime_likes_u35-44,lifetime_likes_u45-54,lifetime_likes_u55-64,daily_engaged,daily_talking
1/1/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/2/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/3/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/4/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/5/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/6/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/7/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/8/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/9/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/10/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/11/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/12/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/13/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/14/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1/15/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/16/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/17/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/18/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/19/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/20/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/21/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/22/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/2014,107,0,13,10,1,0,1,0,0,34,26,14,3,0,3,0,1,0,1,0,0,0
2/13/2014,107,0,13,10,1,0,1,0,0,34,26,14,3,0,3,0,1,0,1,0,0,0
2/14/2014,107,0,13,10,1,0,1,0,0,34,26,14,3,0,3,0,1,0,1,0,0,0
2/15/2014,107,0,13,10,1,0,1,0,0,34,26,14,3,0,3,0,1,0,1,0,0,0
2/16/2014,108,0,13,10,1,0,1,0,0,34,27,14,3,0,3,0,1,0,1,0,1,1
2/17/2014,123,0,13,13,1,1,1,0,0,37,31,16,4,0,3,1,1,0,1,0,39,27
2/18/2014,125,0,13,13,2,1,1,0,0,37,32,16,4,0,3,1,1,0,1,0,14,
2/19/2014,126,0,14,13,2,1,1,0,0,37,32,16,4,0,3,1,1,0,1,0,7,4
2/20/2014,126,0,14,13,2,1,1,0,0,37,32,16,4,0,3,1,1,0,1,0,0,0
2/21/2014,126,0,14,13,2,1,1,0,0,37,32,16,4,0,3,1,1,0,1,0,0,0
2/22/2014,126,0,14,13,2,1,1,0,0,37,32,16,4,0,3,1,1,0,1,0,2,1
2/23/2014,127,0,14,13,2,1,1,0,0,37,33,16,4,0,3,1,1,0,1,0,1,1
2/24/2014,127,0,14,13,2,1,1,0,0,37,33,16,4,0,3,1,1,0,1,0,1,0
2/25/2014,128,0,14,13,2,1,1,0,0,37,34,16,4,0,3,1,1,0,1,0,4,2
2/26/2014,128,0,14,13,2,1,1,0,0,37,34,16,4,0,3,1,1,0,1,0,1,0
2/27/2014,128,0,14,13,2,1,1,0,0,37,34,16,4,0,3,1,1,0,1,0,0,0
2/28/2014,128,0,14,13,2,1,1,0,0,37,34,16,4,0,3,1,1,0,1,0,,
3/1/2014,129,0,14,13,2,1,1,0,0,38,34,16,4,0,3,1,1,0,1,0,,
3/2/2014,129,0,14,13,2,1,1,0,0,38,34,16,4,0,3,1,1,0,1,0,,
3/3/2014,129,0,14,13,2,1,1,0,0,38,34,16,4,0,3,1,1,0,1,0,,
3/4/2014,129,0,14,13,2,1,1,0,0,38,34,16,4,0,3,1,1,0,1,0,,
3/5/2014,130,0,14,12,3,2,1,0,0,38,34,16,4,0,3,1,1,0,1,0,,
3/6/2014,130,0,14,12,3,2,1,0,0,38,34,16,4,0,3,1,1,0,1,0,,
3/7/2014,131,0,14,12,3,2,1,0,0,38,34,16,4,0,4,1,1,0,1,0,,
3/8/2014,131,0,14,12,3,2,1,0,0,38,34,16,4,0,4,1,1,0,1,0,,
3/9/2014,131,0,14,12,3,2,1,0,0,38,34,16,4,0,4,1,1,0,1,0,,
3/10/2014,131,0,14,12,3,2,1,0,0,38,34,16,4,0,4,1,1,0,1,0,,
3/11/2014,131,0,14,12,3,2,1,0,0,38,34,16,4,0,4,1,1,0,1,0,,
3/12/2014,131,0,14,12,3,2,1,0,0,38,34,16,4,0,4,1,1,0,1,0,,
3/13/2014,151,0,14,12,5,6,1,0,0,38,34,20,13,1,4,1,1,0,1,0,,
3/14/2014,155,0,14,12,6,6,1,0,0,38,34,21,15,1,4,1,1,0,1,0,,
3/15/2014,155,0,14,12,6,6,1,0,0,38,34,21,15,1,4,1,1,0,1,0,,
3/16/2014,155,0,14,12,6,6,1,0,0,38,34,21,15,1,4,1,1,0,1,0,,
3/17/2014,155,0,14,12,6,6,1,0,0,38,34,21,15,1,4,1,1,0,1,0,,
3/18/2014,155,0,14,12,6,6,1,0,0,38,34,21,15,1,4,1,1,0,1,0,,
3/19/2014,156,0,14,12,6,7,1,0,0,38,34,21,15,1,4,1,1,0,1,0,,
3/20/2014,161,0,14,13,7,7,1,0,0,38,35,22,16,1,4,1,1,0,1,0,,
3/21/2014,161,0,14,13,7,7,1,0,0,38,35,22,16,1,4,1,1,0,1,0,,
3/22/2014,161,0,14,13,7,7,1,0,0,38,35,22,16,1,4,1,1,0,1,0,,
3/23/2014,161,0,14,13,7,7,1,0,0,38,35,22,16,1,4,1,1,0,1,0,,
3/24/2014,161,0,14,13,7,7,1,0,0,38,35,22,16,1,4,1,1,0,1,0,,
3/25/2014,162,0,15,13,7,7,1,0,0,38,35,22,16,1,4,1,1,0,1,0,,
3/26/2014,163,0,15,13,7,7,1,0,0,39,35,22,16,1,4,1,1,0,1,0,,
3/27/2014,163,0,15,13,7,7,1,0,0,39,35,22,16,1,4,1,1,0,1,0,,
3/28/2014,164,0,15,14,7,7,1,0,0,39,35,22,16,1,4,1,1,0,1,0,,
3/29/2014,164,0,15,14,7,7,1,0,0,39,35,22,16,1,4,1,1,0,1,0,,
3/30/2014,164,0,15,14,7,7,1,0,0,39,35,22,16,1,4,1,1,0,1,0,,
3/31/2014,164,0,15,14,7,7,1,0,0,39,35,22,16,1,4,1,1,0,1,0,,
4/1/2014,164,0,15,14,7,7,1,0,0,39,35,22,16,1,4,1,1,0,1,0,,
4/2/2014,164,0,15,14,7,7,1,0,0,39,35,22,16,1,4,1,1,0,1,0,,
